,movieId,title,genres
1208,1209,Kull the Conqueror (1997),Action|Adventure
1209,1210,Air Force One (1997),Action|Thriller
1210,1211,187 (One Eight Seven) (1997),Drama|Thriller
1211,1212,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
1212,1213,My Own Private Idaho (1991),Drama|Romance
1213,1214,"Kiss Me, Guido (1997)",Comedy
1214,1215,Star Maps (1997),Drama
1215,1216,In & Out (1997),Comedy
1216,1217,"Edge, The (1997)",Adventure|Drama
1217,1218,"Peacemaker, The (1997)",Action|Thriller|War
1218,1219,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1219,1220,Seven Years in Tibet (1997),Adventure|Drama|War
1220,1221,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1221,1222,Soul Food (1997),Drama
1222,1223,Wishmaster (1997),Horror
1223,1224,"Thousand Acres, A (1997)",Drama
1224,1225,"Game, The (1997)",Drama|Mystery|Thriller
1225,1226,Fire Down Below (1997),Action|Drama|Thriller
1226,1227,U Turn (1997),Crime|Drama|Mystery
1227,1228,"MatchMaker, The (1997)",Comedy|Romance
1228,1229,"Assignment, The (1997)",Action|Thriller
1229,1230,Ulee's Gold (1997),Drama
1230,1231,"Ice Storm, The (1997)",Drama
1231,1232,Chasing Amy (1997),Comedy|Drama|Romance
1232,1233,"Full Monty, The (1997)",Comedy|Drama
1233,1234,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
1234,1235,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
1235,1236,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1236,1237,The Devil's Advocate (1997),Drama|Mystery|Thriller
1237,1238,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi
1238,1239,Playing God (1997),Crime|Drama|Thriller
1239,1240,"House of Yes, The (1997)",Comedy|Drama
1240,1241,"Fast, Cheap & Out of Control (1997)",Documentary
1241,1242,Washington Square (1997),Drama
1242,1243,Year of the Horse (1997),Documentary
1243,1244,Gattaca (1997),Drama|Sci-Fi|Thriller
1244,1245,FairyTale: A True Story (1997),Children|Drama|Fantasy
1245,1246,Phantoms (1998),Drama|Horror|Thriller
1246,1247,Swept from the Sea (1997),Drama|Romance
1247,1248,"Life Less Ordinary, A (1997)",Romance|Thriller
1248,1249,Hurricane Streets (1997),Drama
1249,1250,Eve's Bayou (1997),Drama
1250,1251,Switchback (1997),Crime|Mystery|Thriller
1251,1252,Gang Related (1997),Crime
1252,1253,Stripes (1981),Comedy|War
1253,1254,Bean (1997),Comedy
1254,1255,Mad City (1997),Action|Drama
1255,1256,Welcome to Sarajevo (1997),Drama|War
1256,1257,Deceiver (1997),Crime|Drama|Thriller
1257,1258,"Rainmaker, The (1997)",Drama
1258,1259,Boogie Nights (1997),Drama
1259,1260,Witness (1985),Drama|Romance|Thriller
1260,1261,Incognito (1997),Crime|Thriller
1261,1262,Starship Troopers (1997),Action|Sci-Fi
1262,1263,Critical Care (1997),Comedy|Drama
1263,1264,"Joy Luck Club, The (1993)",Drama|Romance
1264,1265,Chairman of the Board (1998),Comedy
1265,1266,Sliding Doors (1998),Drama|Romance
1266,1267,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy
1267,1268,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1268,1269,"Wings of the Dove, The (1997)",Drama|Romance
1269,1270,Mrs. Dalloway (1997),Drama|Romance
1270,1271,"I Love You, I Love You Not (1996)",Drama|Romance
1271,1272,Red Corner (1997),Crime|Thriller
1272,1273,"Jackal, The (1997)",Action|Thriller
1273,1274,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
1274,1275,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller
1275,1276,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1276,1277,Amistad (1997),Drama|Mystery
1277,1278,"Apostle, The (1997)",Drama
1278,1279,Artemisia (1997),Drama
1279,1280,Bent (1997),Drama|War
1280,1281,"Butcher Boy, The (1997)",Comedy|Drama
1281,1282,Deconstructing Harry (1997),Comedy|Drama
1282,1283,Flubber (1997),Children|Comedy|Fantasy
1283,1284,For Richer or Poorer (1997),Comedy
1284,1285,Good Will Hunting (1997),Drama|Romance
1285,1286,Home Alone 3 (1997),Children|Comedy
1286,1287,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
1287,1288,Mouse Hunt (1997),Children|Comedy
1288,1289,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
1289,1290,Stranger in the House (1997),Thriller
1290,1291,"Sweet Hereafter, The (1997)",Drama
1291,1292,Titanic (1997),Drama|Romance
1292,1293,Tomorrow Never Dies (1997),Action|Adventure|Thriller
1293,1294,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi
1294,1295,"Horse Whisperer, The (1998)",Drama|Romance
1295,1296,Jackie Brown (1997),Crime|Drama|Thriller
1296,1297,Kundun (1997),Drama
1297,1298,Mr. Magoo (1997),Comedy
1298,1299,"Big Lebowski, The (1998)",Comedy|Crime
1299,1300,Afterglow (1997),Drama|Romance
1300,1301,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1301,1302,Great Expectations (1998),Drama|Romance
1302,1303,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy
1303,1304,Senseless (1998),Comedy
1304,1305,Wag the Dog (1997),Comedy
1305,1306,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
1306,1307,Hard Rain (1998),Action|Crime|Thriller
1307,1308,Half Baked (1998),Comedy
1308,1309,Fallen (1998),Crime|Drama|Fantasy|Thriller
1309,1310,Shooting Fish (1997),Comedy|Romance
1310,1311,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance
1311,1312,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama
1312,1313,Spice World (1997),Comedy
1313,1314,Deep Rising (1998),Action|Horror|Sci-Fi
1314,1315,Music From Another Room (1998),Drama|Romance
1315,1316,"Replacement Killers, The (1998)",Action|Crime|Thriller
1316,1317,B. Monkey (1998),Crime|Romance|Thriller
1317,1318,Night Flier (1997),Horror
1318,1319,Blues Brothers 2000 (1998),Action|Comedy|Musical
1319,1320,"Wedding Singer, The (1998)",Comedy|Romance
1320,1321,Sphere (1998),Sci-Fi|Thriller
1321,1322,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller
1322,1323,As Good as It Gets (1997),Comedy|Drama|Romance
1323,1324,King of New York (1990),Crime|Thriller
1324,1325,Twilight (1998),Crime|Drama|Thriller
1325,1326,U.S. Marshals (1998),Action|Crime|Thriller
1326,1327,Welcome to Woop-Woop (1997),Comedy
1327,1328,Love and Death on Long Island (1997),Comedy|Drama
1328,1329,Everest (1998),Documentary|IMAX
1329,1330,Hush (1998),Thriller
1330,1331,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
1331,1332,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
1332,1333,"Newton Boys, The (1998)",Crime|Drama
1333,1334,Wild Things (1998),Crime|Drama|Mystery|Thriller
1334,1335,Paulie (1998),Adventure|Children|Comedy
1335,1336,"Cool, Dry Place, A (1998)",Drama
1336,1337,Fireworks (Hana-bi) (1997),Crime|Drama
1337,1338,Primary Colors (1998),Comedy|Drama
1338,1339,Wide Awake (1998),Children|Comedy|Drama
1339,1340,Two Girls and a Guy (1997),Comedy|Drama
1340,1341,"Object of My Affection, The (1998)",Comedy|Romance
1341,1342,Homegrown (1998),Comedy|Thriller
1342,1343,The Players Club (1998),Comedy|Drama
1343,1344,Barney's Great Adventure (1998),Adventure|Children
1344,1345,"Big One, The (1997)",Comedy|Documentary
1345,1346,Chinese Box (1997),Drama|Romance
1346,1347,Lost in Space (1998),Action|Adventure|Sci-Fi
1347,1348,Mercury Rising (1998),Action|Drama|Thriller
1348,1349,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
1349,1350,City of Angels (1998),Drama|Fantasy|Romance
1350,1351,"Last Days of Disco, The (1998)",Comedy|Drama
1351,1352,"Odd Couple II, The (1998)",Comedy
1352,1353,My Giant (1998),Comedy
1353,1354,He Got Game (1998),Drama
1354,1355,"Gingerbread Man, The (1998)",Drama|Thriller
1355,1356,Live Flesh (Carne trémula) (1997),Drama|Romance
1356,1357,Zero Effect (1998),Comedy|Mystery|Thriller
1357,1358,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
1358,1359,Krippendorf's Tribe (1998),Comedy
1359,1360,Kurt & Courtney (1998),Documentary
1360,1361,"Real Blonde, The (1997)",Comedy
1361,1362,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy
1362,1363,Taste of Cherry (Ta'm e guilass) (1997),Drama
1363,1364,Character (Karakter) (1997),Drama
1364,1365,Species II (1998),Horror|Sci-Fi
1365,1366,Major League: Back to the Minors (1998),Comedy
1366,1367,"Big Hit, The (1998)",Action|Comedy|Crime
1367,1368,Tarzan and the Lost City (1998),Action|Adventure
1368,1369,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
1369,1370,"Misérables, Les (1998)",Crime|Drama|Romance|War
1370,1371,Clockwatchers (1997),Comedy
1371,1372,Deep Impact (1998),Drama|Sci-Fi|Thriller
1372,1373,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical
1373,1374,Godzilla (1998),Action|Sci-Fi|Thriller
1374,1375,Bulworth (1998),Comedy|Drama|Romance
1375,1376,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1376,1377,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
1377,1378,Almost Heroes (1998),Adventure|Comedy|Western
1378,1379,Hope Floats (1998),Comedy|Drama|Romance
1379,1380,Insomnia (1997),Drama|Mystery|Thriller
1380,1381,"Ugly, The (1997)",Horror|Thriller
1381,1382,"Perfect Murder, A (1998)",Thriller
1382,1383,Beyond Silence (Jenseits der Stille) (1996),Drama
1383,1384,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1384,1385,Can't Hardly Wait (1998),Comedy|Drama|Romance
1385,1386,High Art (1998),Drama|Romance
1386,1387,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama
1387,1388,Dream for an Insomniac (1996),Drama|Romance
1388,1389,Henry Fool (1997),Comedy|Drama
1389,1390,Mr. Jealousy (1997),Comedy|Romance
1390,1391,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1391,1392,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
1392,1393,I Went Down (1997),Comedy|Crime|Drama
1393,1394,Dr. Dolittle (1998),Comedy
1394,1395,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1395,1396,Picnic at Hanging Rock (1975),Drama|Mystery
1396,1397,Smoke Signals (1998),Comedy|Drama
1397,1398,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1398,1399,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1399,1400,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1400,1401,Madeline (1998),Children|Comedy
1401,1402,Small Soldiers (1998),Animation|Children|Fantasy|War
1402,1403,Pi (1998),Drama|Sci-Fi|Thriller
1403,1404,Whatever (1998),Drama
1404,1405,There's Something About Mary (1998),Comedy|Romance
1405,1406,Plan 9 from Outer Space (1959),Horror|Sci-Fi
1406,1407,"Broadway Melody, The (1929)",Musical
1407,1408,All Quiet on the Western Front (1930),Action|Drama|War
1408,1409,Cimarron (1931),Drama|Western
1409,1410,Grand Hotel (1932),Drama|Romance
1410,1411,Mutiny on the Bounty (1935),Adventure|Drama
1411,1412,"Great Ziegfeld, The (1936)",Drama|Musical
1412,1413,"Life of Emile Zola, The (1937)",Drama
1413,1414,You Can't Take It with You (1938),Comedy|Romance
1414,1415,Mrs. Miniver (1942),Drama|War
1415,1416,Going My Way (1944),Comedy|Drama|Musical
1416,1417,"Lost Weekend, The (1945)",Drama
1417,1418,"Best Years of Our Lives, The (1946)",Drama|War
1418,1419,Gentleman's Agreement (1947),Drama
1419,1420,Hamlet (1948),Drama
1420,1421,All the King's Men (1949),Drama
1421,1422,From Here to Eternity (1953),Drama|Romance|War
1422,1423,On the Waterfront (1954),Crime|Drama
1423,1424,Marty (1955),Drama|Romance
1424,1425,West Side Story (1961),Drama|Musical|Romance
1425,1426,Tom Jones (1963),Adventure|Comedy|Romance
1426,1427,"Man for All Seasons, A (1966)",Drama
1427,1428,In the Heat of the Night (1967),Drama|Mystery
1428,1429,Oliver! (1968),Drama|Musical
1429,1430,Midnight Cowboy (1969),Drama
1430,1431,"French Connection, The (1971)",Action|Crime|Thriller
1431,1432,Rocky (1976),Drama
1432,1433,Kramer vs. Kramer (1979),Drama
1433,1434,Ordinary People (1980),Drama
1434,1435,Chariots of Fire (1981),Drama
1435,1436,Terms of Endearment (1983),Comedy|Drama
1436,1437,Out of Africa (1985),Drama|Romance
1437,1438,"Last Emperor, The (1987)",Drama
1438,1439,Rain Man (1988),Drama
1439,1440,Driving Miss Daisy (1989),Drama
1440,1441,Take the Money and Run (1969),Comedy|Crime
1441,1442,Klute (1971),Drama|Mystery
1442,1443,Repo Man (1984),Comedy|Sci-Fi
1443,1444,Metropolitan (1990),Comedy
1444,1445,Labyrinth (1986),Adventure|Fantasy|Musical
1445,1446,"Breakfast Club, The (1985)",Comedy|Drama
1446,1447,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
1447,1448,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
1448,1449,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
1449,1450,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1450,1451,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror
1451,1452,Friday the 13th (1980),Horror|Mystery|Thriller
1452,1453,Friday the 13th Part 2 (1981),Horror
1453,1454,Friday the 13th Part 3: 3D (1982),Horror
1454,1455,Friday the 13th Part IV: The Final Chapter (1984),Horror
1455,1456,Friday the 13th Part V: A New Beginning (1985),Horror
1456,1457,Friday the 13th Part VI: Jason Lives (1986),Horror
1457,1458,Friday the 13th Part VII: The New Blood (1988),Horror
1458,1459,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
1459,1460,Halloween (1978),Horror
1460,1461,Halloween II (1981),Horror
1461,1462,Halloween III: Season of the Witch (1982),Horror
1462,1463,Halloween 4: The Return of Michael Myers (1988),Horror
1463,1464,Halloween 5: The Revenge of Michael Myers (1989),Horror
1464,1465,Prom Night (1980),Horror
1465,1466,Prom Night IV: Deliver Us From Evil (1992),Horror
1466,1467,Child's Play (1988),Horror|Thriller
1467,1468,Child's Play 2 (1990),Horror|Thriller
1468,1469,Child's Play 3 (1991),Comedy|Horror|Thriller
1469,1470,Poltergeist (1982),Horror|Thriller
1470,1471,Poltergeist II: The Other Side (1986),Horror|Thriller
1471,1472,Poltergeist III (1988),Horror|Thriller
1472,1473,"Exorcist, The (1973)",Horror|Mystery
1473,1474,Exorcist II: The Heretic (1977),Horror
1474,1475,"Exorcist III, The (1990)",Horror
1475,1476,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1476,1477,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1477,1478,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1478,1479,Gremlins (1984),Comedy|Horror
1479,1480,Gremlins 2: The New Batch (1990),Comedy|Horror
1480,1481,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
1481,1482,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1482,1483,Polish Wedding (1998),Comedy
1483,1484,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir
1484,1485,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
1485,1486,Metropolis (1927),Drama|Sci-Fi
1486,1487,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1487,1488,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1488,1489,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1489,1490,Freaky Friday (1977),Children|Comedy|Fantasy
1490,1491,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
1491,1492,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western
1492,1493,Babes in Toyland (1961),Children|Fantasy|Musical
1493,1494,Bambi (1942),Animation|Children|Drama
1494,1495,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1495,1496,Dangerous Liaisons (1988),Drama|Romance
1496,1497,Dune (1984),Adventure|Sci-Fi
1497,1498,"Last Temptation of Christ, The (1988)",Drama
1498,1499,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1499,1500,"Rapture, The (1991)",Drama|Mystery
1500,1501,Lolita (1997),Drama|Romance
1501,1502,Disturbing Behavior (1998),Horror|Thriller
1502,1503,Jane Austen's Mafia! (1998),Comedy|Crime
1503,1504,Saving Private Ryan (1998),Action|Drama|War
1504,1505,"Barefoot Executive, The (1971)",Children|Comedy
1505,1506,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
1506,1507,"Black Hole, The (1979)",Children|Sci-Fi
1507,1508,Blackbeard's Ghost (1968),Children|Comedy
1508,1509,Blank Check (1994),Children|Comedy
1509,1510,Candleshoe (1977),Adventure|Children|Comedy
1510,1511,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
1511,1512,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy
1512,1513,Condorman (1981),Action|Adventure|Children|Comedy
1513,1514,D2: The Mighty Ducks (1994),Children|Comedy
1514,1515,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
1515,1516,"Devil and Max Devlin, The (1981)",Comedy|Fantasy
1516,1517,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1517,1518,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
1518,1519,Herbie Goes Bananas (1980),Adventure|Children|Comedy
1519,1520,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
1520,1521,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
1521,1522,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
1522,1523,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1523,1524,Hot Lead and Cold Feet (1978),Action|Comedy|Western
1524,1525,In Search of the Castaways (1962),Adventure|Children
1525,1526,"Incredible Journey, The (1963)",Adventure|Children
1526,1527,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1527,1528,"Parent Trap, The (1998)",Children|Comedy|Romance
1528,1529,BASEketball (1998),Comedy
1529,1530,Roger & Me (1989),Documentary
1530,1531,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
1531,1532,Out of the Past (1947),Film-Noir
1532,1533,Doctor Zhivago (1965),Drama|Romance|War
1533,1534,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
1534,1535,"Trip to Bountiful, The (1985)",Drama
1535,1536,Tender Mercies (1983),Drama|Romance|Western
1536,1537,And the Band Played On (1993),Drama
1537,1538,"'burbs, The (1989)",Comedy
1538,1539,Fandango (1985),Comedy
1539,1540,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
1540,1541,Mephisto (1981),Drama|War
1541,1542,Blue Velvet (1986),Drama|Mystery|Thriller
1542,1543,"Journey of Natty Gann, The (1985)",Adventure|Children
1543,1544,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1544,1545,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
1545,1546,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
1546,1547,"Mighty Ducks, The (1992)",Children|Comedy
1547,1548,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
1548,1549,Newsies (1992),Children|Musical
1549,1550,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
1550,1551,Peter Pan (1953),Animation|Children|Fantasy|Musical
1551,1552,Popeye (1980),Adventure|Comedy|Musical
1552,1553,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
1553,1554,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
1554,1555,Return from Witch Mountain (1978),Children|Sci-Fi
1555,1556,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
1556,1557,Return to Oz (1985),Adventure|Children|Fantasy
1557,1558,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
1558,1559,"Shaggy D.A., The (1976)",Children|Comedy
1559,1560,Sleeping Beauty (1959),Animation|Children|Musical
1560,1561,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
1561,1562,Son of Flubber (1963),Children|Comedy
1562,1563,Song of the South (1946),Adventure|Animation|Children|Musical
1563,1564,Splash (1984),Comedy|Fantasy|Romance
1564,1565,Steamboat Willie (1928),Animation|Children|Comedy|Musical
1565,1566,Tall Tale (1995),Adventure|Children|Fantasy|Western
1566,1567,Tex (1982),Drama
1567,1568,Tron (1982),Action|Adventure|Sci-Fi
1568,1569,Swing Kids (1993),Drama|War
1569,1570,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
1570,1571,L.A. Story (1991),Comedy|Romance
1571,1572,"Jerk, The (1979)",Comedy
1572,1573,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
1573,1574,"Man with Two Brains, The (1983)",Comedy
1574,1575,Grand Canyon (1991),Crime|Drama
1575,1576,"Outsiders, The (1983)",Drama
1576,1577,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
1577,1578,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
1578,1579,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
1579,1580,"Dead Zone, The (1983)",Thriller
1580,1581,Maximum Overdrive (1986),Horror
1581,1582,Needful Things (1993),Drama|Horror
1582,1583,Cujo (1983),Horror|Thriller
1583,1584,Children of the Corn (1984),Horror|Thriller
1584,1585,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
1585,1586,"Addams Family, The (1991)",Children|Comedy|Fantasy
1586,1587,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
1587,1588,Snake Eyes (1998),Action|Crime|Mystery|Thriller
1588,1589,Atlantic City (1980),Crime|Drama|Romance
1589,1590,Autumn Sonata (Höstsonaten) (1978),Drama
1590,1591,Who's Afraid of Virginia Woolf? (1966),Drama
1591,1592,Adventures in Babysitting (1987),Adventure|Comedy
1592,1593,Weird Science (1985),Comedy|Fantasy|Sci-Fi
1593,1594,Doctor Dolittle (1967),Adventure|Children|Musical
1594,1595,"Nutty Professor, The (1963)",Comedy|Sci-Fi
1595,1596,Charlotte's Web (1973),Animation|Children
1596,1597,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
1597,1598,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
1598,1599,"Dark Crystal, The (1982)",Adventure|Fantasy
1599,1600,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
1600,1601,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
1601,1602,Legend (1985),Adventure|Fantasy|Romance
1602,1603,Sixteen Candles (1984),Comedy|Romance
1603,1604,Pretty in Pink (1986),Comedy|Drama|Romance
1604,1605,St. Elmo's Fire (1985),Drama|Romance
1605,1606,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy
1606,1607,House (1986),Comedy|Fantasy|Horror
1607,1608,House II: The Second Story (1987),Comedy|Fantasy|Horror
1608,1609,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
1609,1610,"Gods Must Be Crazy II, The (1989)",Comedy
1610,1611,Air Bud: Golden Receiver (1998),Children|Comedy
1611,1612,"Avengers, The (1998)",Action|Adventure
1612,1613,How Stella Got Her Groove Back (1998),Drama|Romance
1613,1614,"Slums of Beverly Hills, The (1998)",Comedy|Drama
1614,1615,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance
1615,1616,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
1616,1617,Rosemary's Baby (1968),Drama|Horror|Thriller
1617,1618,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
1618,1619,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
1619,1620,Attack of the Killer Tomatoes! (1978),Comedy|Horror
1620,1621,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror
1621,1622,Your Friends and Neighbors (1998),Comedy|Drama
1622,1623,Return to Paradise (1998),Crime|Drama|Romance|Thriller
1623,1624,Blade (1998),Action|Horror|Thriller
1624,1625,Dead Man on Campus (1998),Comedy
1625,1626,Wrongfully Accused (1998),Action|Comedy
1626,1627,Next Stop Wonderland (1998),Comedy|Drama|Romance
1627,1628,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama
1628,1629,Beetlejuice (1988),Comedy|Fantasy
1629,1630,Déjà Vu (1997),Drama|Romance
1630,1631,Rope (1948),Crime|Drama|Thriller
1631,1632,Family Plot (1976),Comedy|Thriller
1632,1633,Frenzy (1972),Thriller
1633,1634,Topaz (1969),Thriller
1634,1635,Torn Curtain (1966),Thriller
1635,1636,Marnie (1964),Drama|Mystery|Romance|Thriller
1636,1637,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
1637,1638,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
1638,1639,"Trouble with Harry, The (1955)",Comedy|Mystery
1639,1640,I Confess (1953),Thriller
1640,1641,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
1641,1642,Stage Fright (1950),Mystery|Romance|Thriller
1642,1643,54 (1998),Drama
1643,1644,Why Do Fools Fall In Love? (1998),Drama
1644,1645,Willow (1988),Action|Adventure|Fantasy
1645,1646,"Untouchables, The (1987)",Action|Crime|Drama
1646,1647,Dirty Work (1998),Comedy
1647,1648,Knock Off (1998),Action
1648,1649,"Paradine Case, The (1947)",Drama
1649,1650,Lifeboat (1944),Drama|War
1650,1651,Shadow of a Doubt (1943),Crime|Drama|Thriller
1651,1652,Saboteur (1942),Mystery|Thriller
1652,1653,Mr. & Mrs. Smith (1941),Comedy|Romance
1653,1654,Suspicion (1941),Film-Noir|Mystery|Thriller
1654,1655,Jamaica Inn (1939),Drama
1655,1656,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
1656,1657,Sabotage (1936),Thriller
1657,1658,Secret Agent (1936),Thriller
1658,1659,"Man Who Knew Too Much, The (1934)",Drama|Thriller
1659,1660,"Ring, The (1927)",Drama
1660,1661,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller
1661,1662,Rounders (1998),Drama
1662,1663,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
1663,1664,Simon Birch (1998),Drama
1664,1665,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
1665,1666,My Bodyguard (1980),Drama
1666,1667,Class (1983),Comedy
1667,1668,Broadcast News (1987),Comedy|Drama|Romance
1668,1669,"Allnighter, The (1987)",Comedy|Romance
1669,1670,Working Girl (1988),Comedy|Drama|Romance
1670,1671,Married to the Mob (1988),Comedy
1671,1672,Say Anything... (1989),Comedy|Drama|Romance
1672,1673,My Blue Heaven (1990),Comedy
1673,1674,Hero (1992),Comedy|Drama
1674,1675,Toys (1992),Comedy|Fantasy
1675,1676,Young Doctors in Love (1982),Comedy
1676,1677,Parasite (1982),Horror|Sci-Fi
1677,1678,No Small Affair (1984),Comedy|Romance
1678,1679,Blame It on Rio (1984),Comedy|Romance
1679,1680,Wisdom (1986),Crime|Drama
